track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Roscommon Racing Results | 19th May 2025 17:40,N/A,17:40,Good,7f 94y,Cliadh Dubh (IRE),D S O'Sullivan,7,D W O'Sullivan,9th,2 l,2,8-13,-,True,176,1
Roscommon Racing Results | 19th May 2025 17:40,N/A,17:40,Good,7f 94y,Balance Of Trade (IRE),W Joyce,5,M Mulvany,8th,5 1/2 l,2,8-13,-,True,176,1
Roscommon Racing Results | 19th May 2025 17:40,N/A,17:40,Good,7f 94y,Ella's Gold (IRE),L F Roche,0,M J Smith,7th,1 1/2 l,2,8-8,-,True,176,1
Roscommon Racing Results | 19th May 2025 17:40,N/A,17:40,Good,7f 94y,Gas Works Wall (IRE),D P McDonogh,0,J P O'Brien,6th,1 l,2,8-10,-,True,176,1
Roscommon Racing Results | 19th May 2025 17:40,N/A,17:40,Good,7f 94y,Spinning Around (IRE),G M Ryan,0,Donnacha O'Brien,5th,3/4 l,2,9-4,-,True,176,1
Roscommon Racing Results | 19th May 2025 17:40,N/A,17:40,Good,7f 94y,Parallax (IRE),C D Hayes,0,J Halley,4th,Short Head,2,8-10,-,True,176,1
Roscommon Racing Results | 19th May 2025 17:40,N/A,17:40,Good,7f 94y,Divelment (IRE),J J G Ryan,3,J Davison,3rd,Short Head,2,9-5,-,True,176,1
Roscommon Racing Results | 19th May 2025 17:40,N/A,17:40,Good,7f 94y,Check This Out (IRE),C T Keane,0,N Meade,2nd,10 l,2,9-3,-,True,176,1
Roscommon Racing Results | 19th May 2025 17:40,N/A,17:40,Good,7f 94y,Romeo Sensini (IRE),A J Slattery,0,A Slattery,1st,N/A,2,9-1,-,True,176,1
Roscommon Racing Results | 19th May 2025 17:40,N/A,17:40,Good,7f 94y,Cliadh Dubh (IRE),D S O'Sullivan,7,D W O'Sullivan,9th,2 l,2,8-13,-,True,176,1
Roscommon Racing Results | 19th May 2025 17:40,N/A,17:40,Good,7f 94y,Balance Of Trade (IRE),W Joyce,5,M Mulvany,8th,5 1/2 l,2,8-13,-,True,176,1
Roscommon Racing Results | 19th May 2025 17:40,N/A,17:40,Good,7f 94y,Ella's Gold (IRE),L F Roche,0,M J Smith,7th,1 1/2 l,2,8-8,-,True,176,1
Roscommon Racing Results | 19th May 2025 17:40,N/A,17:40,Good,7f 94y,Gas Works Wall (IRE),D P McDonogh,0,J P O'Brien,6th,1 l,2,8-10,-,True,176,1
Roscommon Racing Results | 19th May 2025 17:40,N/A,17:40,Good,7f 94y,Spinning Around (IRE),G M Ryan,0,Donnacha O'Brien,5th,3/4 l,2,9-4,-,True,176,1
Roscommon Racing Results | 19th May 2025 17:40,N/A,17:40,Good,7f 94y,Parallax (IRE),C D Hayes,0,J Halley,4th,Short Head,2,8-10,-,True,176,1
Roscommon Racing Results | 19th May 2025 17:40,N/A,17:40,Good,7f 94y,Divelment (IRE),J J G Ryan,3,J Davison,3rd,Short Head,2,9-5,-,True,176,1
Roscommon Racing Results | 19th May 2025 17:40,N/A,17:40,Good,7f 94y,Check This Out (IRE),C T Keane,0,N Meade,2nd,10 l,2,9-3,-,True,176,1
Roscommon Racing Results | 19th May 2025 17:40,N/A,17:40,Good,7f 94y,Romeo Sensini (IRE),A J Slattery,0,A Slattery,1st,N/A,2,9-1,-,True,176,1
Roscommon Racing Results | 19th May 2025 18:10,N/A,18:10,Good,7f 94y,River Derwent,J J G Ryan,3,Thomas Coyle,12th,2 3/4 l,7,9-13b,57,True,176,2
Roscommon Racing Results | 19th May 2025 18:10,N/A,18:10,Good,7f 94y,Dubirango (IRE),C Geerdharry,7,F Birrane,11th,9 1/2 l,6,9-10,54,True,176,2
Roscommon Racing Results | 19th May 2025 18:10,N/A,18:10,Good,7f 94y,Harriet Eagle (IRE),W J Lee,0,P J Flynn,10th,5 1/2 l,5,9-12,56,True,176,2
Roscommon Racing Results | 19th May 2025 18:10,N/A,18:10,Good,7f 94y,Carrickfinn,Adam Caffrey,0,Shane Gallagher,9th,3 1/4 l,6,8-10tb,40,True,176,2
Roscommon Racing Results | 19th May 2025 18:10,N/A,18:10,Good,7f 94y,La Tulipe Noire (IRE),Jessica O'Gorman,7,Aengus King,8th,Neck,5,9-10p1,54,True,176,2
Roscommon Racing Results | 19th May 2025 18:10,N/A,18:10,Good,7f 94y,Si Senior (IRE),J Kearney,5,P Magee,7th,1 l,4,10-3ht,61,True,176,2
Roscommon Racing Results | 19th May 2025 18:10,N/A,18:10,Good,7f 94y,Mullacash Buzz (IRE),C T Keane,0,Thomas Dowling,6th,1/2 l,7,9-7t,51,True,176,2
Roscommon Racing Results | 19th May 2025 18:10,N/A,18:10,Good,7f 94y,Celtic Druid (IRE),Alyse Jane Clarke,10,T G McCourt,5th,3 1/2 l,4,8-12v1,42,True,176,2
Roscommon Racing Results | 19th May 2025 18:10,N/A,18:10,Good,7f 94y,Sierra De Gredos,B M Coen,0,A Oliver,4th,2 l,4,9-5p1,49,True,176,2
Roscommon Racing Results | 19th May 2025 18:10,N/A,18:10,Good,7f 94y,Cherry Pink (IRE),S Coen,7,A McGuinness,3rd,1/2 l,5,10-3v,61,True,176,2
Roscommon Racing Results | 19th May 2025 18:10,N/A,18:10,Good,7f 94y,Blue Wood (IRE),W Joyce,5,K Smith,2nd,3 1/2 l,9,9-1t,45,True,176,2
Roscommon Racing Results | 19th May 2025 18:10,N/A,18:10,Good,7f 94y,La La Lucrative (IRE),R C Colgan,0,M J Smith,1st,N/A,4,9-11h,55,True,176,2
Roscommon Racing Results | 19th May 2025 18:10,N/A,18:10,Good,7f 94y,River Derwent,J J G Ryan,3,Thomas Coyle,12th,2 3/4 l,7,9-13b,57,True,176,2
Roscommon Racing Results | 19th May 2025 18:10,N/A,18:10,Good,7f 94y,Dubirango (IRE),C Geerdharry,7,F Birrane,11th,9 1/2 l,6,9-10,54,True,176,2
Roscommon Racing Results | 19th May 2025 18:10,N/A,18:10,Good,7f 94y,Harriet Eagle (IRE),W J Lee,0,P J Flynn,10th,5 1/2 l,5,9-12,56,True,176,2
Roscommon Racing Results | 19th May 2025 18:10,N/A,18:10,Good,7f 94y,Carrickfinn,Adam Caffrey,0,Shane Gallagher,9th,3 1/4 l,6,8-10tb,40,True,176,2
Roscommon Racing Results | 19th May 2025 18:10,N/A,18:10,Good,7f 94y,La Tulipe Noire (IRE),Jessica O'Gorman,7,Aengus King,8th,Neck,5,9-10p1,54,True,176,2
Roscommon Racing Results | 19th May 2025 18:10,N/A,18:10,Good,7f 94y,Si Senior (IRE),J Kearney,5,P Magee,7th,1 l,4,10-3ht,61,True,176,2
Roscommon Racing Results | 19th May 2025 18:10,N/A,18:10,Good,7f 94y,Mullacash Buzz (IRE),C T Keane,0,Thomas Dowling,6th,1/2 l,7,9-7t,51,True,176,2
Roscommon Racing Results | 19th May 2025 18:10,N/A,18:10,Good,7f 94y,Celtic Druid (IRE),Alyse Jane Clarke,10,T G McCourt,5th,3 1/2 l,4,8-12v1,42,True,176,2
Roscommon Racing Results | 19th May 2025 18:10,N/A,18:10,Good,7f 94y,Sierra De Gredos,B M Coen,0,A Oliver,4th,2 l,4,9-5p1,49,True,176,2
Roscommon Racing Results | 19th May 2025 18:10,N/A,18:10,Good,7f 94y,Cherry Pink (IRE),S Coen,7,A McGuinness,3rd,1/2 l,5,10-3v,61,True,176,2
Roscommon Racing Results | 19th May 2025 18:10,N/A,18:10,Good,7f 94y,Blue Wood (IRE),W Joyce,5,K Smith,2nd,3 1/2 l,9,9-1t,45,True,176,2
Roscommon Racing Results | 19th May 2025 18:10,N/A,18:10,Good,7f 94y,La La Lucrative (IRE),R C Colgan,0,M J Smith,1st,N/A,4,9-11h,55,True,176,2
Roscommon Racing Results | 19th May 2025 18:40,N/A,18:40,Good,1m 2f 63y,Anjaaline (IRE),G F Carroll,0,P Magee,4th,39 l,4,10-2,-,True,176,3
Roscommon Racing Results | 19th May 2025 18:40,N/A,18:40,Good,1m 2f 63y,First Ascent (IRE),R C Colgan,0,M J Smith,3rd,1/2 l,4,10-7t1,-,True,176,3
Roscommon Racing Results | 19th May 2025 18:40,N/A,18:40,Good,1m 2f 63y,Mocking (IRE),B M Coen,0,J P Murtagh,2nd,7 1/2 l,3,9-7p1,85,True,176,3
Roscommon Racing Results | 19th May 2025 18:40,N/A,18:40,Good,1m 2f 63y,Omni Man (IRE),D P McDonogh,0,J P O'Brien,1st,N/A,3,9-7t,-,True,176,3
Roscommon Racing Results | 19th May 2025 18:40,N/A,18:40,Good,1m 2f 63y,Anjaaline (IRE),G F Carroll,0,P Magee,4th,39 l,4,10-2,-,True,176,3
Roscommon Racing Results | 19th May 2025 18:40,N/A,18:40,Good,1m 2f 63y,First Ascent (IRE),R C Colgan,0,M J Smith,3rd,1/2 l,4,10-7t1,-,True,176,3
Roscommon Racing Results | 19th May 2025 18:40,N/A,18:40,Good,1m 2f 63y,Mocking (IRE),B M Coen,0,J P Murtagh,2nd,7 1/2 l,3,9-7p1,85,True,176,3
Roscommon Racing Results | 19th May 2025 18:40,N/A,18:40,Good,1m 2f 63y,Omni Man (IRE),D P McDonogh,0,J P O'Brien,1st,N/A,3,9-7t,-,True,176,3
Roscommon Racing Results | 19th May 2025 19:10,N/A,19:10,Good,1m 2f 63y,Albion Power (IRE),Adam Caffrey,0,K H Clarke,10th,9 1/2 l,4,9-11,72,True,176,4
Roscommon Racing Results | 19th May 2025 19:10,N/A,19:10,Good,1m 2f 63y,Bright N Shine (IRE),R Donaghue-Leahy,7,T O'Brien,9th,2 l,5,10-0t,75,True,176,4
Roscommon Racing Results | 19th May 2025 19:10,N/A,19:10,Good,1m 2f 63y,Nita (GER),J M Sheridan,0,D A McLoughlin,8th,2 1/4 l,5,10-0,75,True,176,4
Roscommon Racing Results | 19th May 2025 19:10,N/A,19:10,Good,1m 2f 63y,Chavajod,R Coakley,0,D P Coakley,7th,2 1/2 l,7,9-13p,74,True,176,4
Roscommon Racing Results | 19th May 2025 19:10,N/A,19:10,Good,1m 2f 63y,Spy,C T Keane,0,C Byrnes,6th,1 l,6,9-4,65,True,176,4
Roscommon Racing Results | 19th May 2025 19:10,N/A,19:10,Good,1m 2f 63y,Aeon's Aegis (USA),D P McDonogh,0,J P O'Brien,5th,2 1/4 l,3,9-3,78,True,176,4
Roscommon Racing Results | 19th May 2025 19:10,N/A,19:10,Good,1m 2f 63y,The Real Screamer (IRE),C D Hayes,0,P W Flynn,4th,3/4 l,4,9-11,72,True,176,4
Roscommon Racing Results | 19th May 2025 19:10,N/A,19:10,Good,1m 2f 63y,Zipster (IRE),W J Lee,0,Gerard O'Leary,3rd,3/4 l,4,9-12p1,73,True,176,4
Roscommon Racing Results | 19th May 2025 19:10,N/A,19:10,Good,1m 2f 63y,Vierson (IRE),B M Coen,0,Ciaran Murphy,2nd,1 1/4 l,4,9-4p,65,True,176,4
Roscommon Racing Results | 19th May 2025 19:10,N/A,19:10,Good,1m 2f 63y,Thrifty Of Digby (IRE),S Foley,0,Mrs J Harrington,1st,N/A,4,9-6p,67,True,176,4
Roscommon Racing Results | 19th May 2025 19:10,N/A,19:10,Good,1m 2f 63y,Albion Power (IRE),Adam Caffrey,0,K H Clarke,10th,9 1/2 l,4,9-11,72,True,176,4
Roscommon Racing Results | 19th May 2025 19:10,N/A,19:10,Good,1m 2f 63y,Bright N Shine (IRE),R Donaghue-Leahy,7,T O'Brien,9th,2 l,5,10-0t,75,True,176,4
Roscommon Racing Results | 19th May 2025 19:10,N/A,19:10,Good,1m 2f 63y,Nita (GER),J M Sheridan,0,D A McLoughlin,8th,2 1/4 l,5,10-0,75,True,176,4
Roscommon Racing Results | 19th May 2025 19:10,N/A,19:10,Good,1m 2f 63y,Chavajod,R Coakley,0,D P Coakley,7th,2 1/2 l,7,9-13p,74,True,176,4
Roscommon Racing Results | 19th May 2025 19:10,N/A,19:10,Good,1m 2f 63y,Spy,C T Keane,0,C Byrnes,6th,1 l,6,9-4,65,True,176,4
Roscommon Racing Results | 19th May 2025 19:10,N/A,19:10,Good,1m 2f 63y,Aeon's Aegis (USA),D P McDonogh,0,J P O'Brien,5th,2 1/4 l,3,9-3,78,True,176,4
Roscommon Racing Results | 19th May 2025 19:10,N/A,19:10,Good,1m 2f 63y,The Real Screamer (IRE),C D Hayes,0,P W Flynn,4th,3/4 l,4,9-11,72,True,176,4
Roscommon Racing Results | 19th May 2025 19:10,N/A,19:10,Good,1m 2f 63y,Zipster (IRE),W J Lee,0,Gerard O'Leary,3rd,3/4 l,4,9-12p1,73,True,176,4
Roscommon Racing Results | 19th May 2025 19:10,N/A,19:10,Good,1m 2f 63y,Vierson (IRE),B M Coen,0,Ciaran Murphy,2nd,1 1/4 l,4,9-4p,65,True,176,4
Roscommon Racing Results | 19th May 2025 19:10,N/A,19:10,Good,1m 2f 63y,Thrifty Of Digby (IRE),S Foley,0,Mrs J Harrington,1st,N/A,4,9-6p,67,True,176,4
Roscommon Racing Results | 19th May 2025 19:40,N/A,19:40,Good,1m 4f 17y,Matt Connor (IRE),W J Lee,0,M Brassil,7th,4 1/2 l,5,9-6t,72,True,176,5
Roscommon Racing Results | 19th May 2025 19:40,N/A,19:40,Good,1m 4f 17y,Solar Drive (IRE),M W Hassett,5,P W Flynn,6th,1 1/4 l,4,9-1,67,True,176,5
Roscommon Racing Results | 19th May 2025 19:40,N/A,19:40,Good,1m 4f 17y,Preparations (IRE),A J Slattery,0,A Slattery,5th,6 l,4,9-4,70,True,176,5
Roscommon Racing Results | 19th May 2025 19:40,N/A,19:40,Good,1m 4f 17y,Ozark Daze,J J G Ryan,3,J Davison,4th,1/2 l,4,9-11,77,True,176,5
Roscommon Racing Results | 19th May 2025 19:40,N/A,19:40,Good,1m 4f 17y,Ragmans Corner (IRE),C T Keane,0,G Keane,3rd,1/2 l,6,9-8,74,True,176,5
Roscommon Racing Results | 19th May 2025 19:40,N/A,19:40,Good,1m 4f 17y,Action Plan (IRE),S Foley,0,Gerard O'Leary,2nd,Neck,4,9-12b,78,True,176,5
Roscommon Racing Results | 19th May 2025 19:40,N/A,19:40,Good,1m 4f 17y,Out On Friday (IRE),W Joyce,5,P Byrne,1st,N/A,9,8-10,62,True,176,5
Roscommon Racing Results | 19th May 2025 19:40,N/A,19:40,Good,1m 4f 17y,Matt Connor (IRE),W J Lee,0,M Brassil,7th,4 1/2 l,5,9-6t,72,True,176,5
Roscommon Racing Results | 19th May 2025 19:40,N/A,19:40,Good,1m 4f 17y,Solar Drive (IRE),M W Hassett,5,P W Flynn,6th,1 1/4 l,4,9-1,67,True,176,5
Roscommon Racing Results | 19th May 2025 19:40,N/A,19:40,Good,1m 4f 17y,Preparations (IRE),A J Slattery,0,A Slattery,5th,6 l,4,9-4,70,True,176,5
Roscommon Racing Results | 19th May 2025 19:40,N/A,19:40,Good,1m 4f 17y,Ozark Daze,J J G Ryan,3,J Davison,4th,1/2 l,4,9-11,77,True,176,5
Roscommon Racing Results | 19th May 2025 19:40,N/A,19:40,Good,1m 4f 17y,Ragmans Corner (IRE),C T Keane,0,G Keane,3rd,1/2 l,6,9-8,74,True,176,5
Roscommon Racing Results | 19th May 2025 19:40,N/A,19:40,Good,1m 4f 17y,Action Plan (IRE),S Foley,0,Gerard O'Leary,2nd,Neck,4,9-12b,78,True,176,5
Roscommon Racing Results | 19th May 2025 19:40,N/A,19:40,Good,1m 4f 17y,Out On Friday (IRE),W Joyce,5,P Byrne,1st,N/A,9,8-10,62,True,176,5
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Alumni Lia (IRE),J Cleary,5,A Murray,15th,10 l,3,9-5p,62,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,I'll Be Handy (IRE),R C Colgan,0,M J Smith,14th,2 3/4 l,3,9-10,67,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Antoine De Paris (IRE),C T Keane,0,N Meade,13th,Head,3,9-9b1,66,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Galaxy Wonder (IRE),L F Roche,0,A McNamara,12th,3 3/4 l,3,9-10,67,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Drucker (USA),A J Slattery,0,A Slattery,11th,9 l,3,9-12,69,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Go On Green,C D Hayes,0,J G Coogan,10th,20 l,3,9-3,60,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Idomything (IRE),R P Cleary,0,C W J Farrell,9th,2 1/4 l,3,9-3,60,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Voice Of Northeast (IRE),R J Lane,10,T O'Brien,8th,1 3/4 l,3,9-10t,67,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Highway Sixty One (IRE),W Joyce,5,A McNamara,7th,2 l,3,8-10p,53,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Longwinded Lady (IRE),D P McDonogh,0,J S Bolger,6th,5 l,3,9-7,64,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Sottsands (IRE),Adam Caffrey,0,A McGuinness,5th,1 1/4 l,3,9-8v,65,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Onemoredance (IRE),B M Coen,0,J P Murtagh,4th,6 l,3,9-8,65,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Enziya (IRE),W J Lee,0,R P Cody,3rd,2 3/4 l,3,9-5tp1,62,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Cinammon Coco (IRE),S T McCullagh,0,J P O'Brien,2nd,2 l,3,9-12,69,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Coulstys Way (IRE),R Whearty,3,P Magee,1st,N/A,3,8-11h,54,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Alumni Lia (IRE),J Cleary,5,A Murray,15th,10 l,3,9-5p,62,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,I'll Be Handy (IRE),R C Colgan,0,M J Smith,14th,2 3/4 l,3,9-10,67,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Antoine De Paris (IRE),C T Keane,0,N Meade,13th,Head,3,9-9b1,66,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Galaxy Wonder (IRE),L F Roche,0,A McNamara,12th,3 3/4 l,3,9-10,67,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Drucker (USA),A J Slattery,0,A Slattery,11th,9 l,3,9-12,69,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Go On Green,C D Hayes,0,J G Coogan,10th,20 l,3,9-3,60,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Idomything (IRE),R P Cleary,0,C W J Farrell,9th,2 1/4 l,3,9-3,60,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Voice Of Northeast (IRE),R J Lane,10,T O'Brien,8th,1 3/4 l,3,9-10t,67,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Highway Sixty One (IRE),W Joyce,5,A McNamara,7th,2 l,3,8-10p,53,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Longwinded Lady (IRE),D P McDonogh,0,J S Bolger,6th,5 l,3,9-7,64,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Sottsands (IRE),Adam Caffrey,0,A McGuinness,5th,1 1/4 l,3,9-8v,65,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Onemoredance (IRE),B M Coen,0,J P Murtagh,4th,6 l,3,9-8,65,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Enziya (IRE),W J Lee,0,R P Cody,3rd,2 3/4 l,3,9-5tp1,62,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Cinammon Coco (IRE),S T McCullagh,0,J P O'Brien,2nd,2 l,3,9-12,69,True,176,6
Roscommon Racing Results | 19th May 2025 20:10,N/A,20:10,Good,1m 4f 17y,Coulstys Way (IRE),R Whearty,3,P Magee,1st,N/A,3,8-11h,54,True,176,6
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,Aurora Mist (IRE),A J Slattery,0,A Slattery,13th,35 l,2,8-9,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,Believe In Glory (IRE),N G McCullagh,0,K J Condon,12th,3/4 l,2,8-9,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,Offbeat (IRE),J M Sheridan,0,D Hogan,11th,Neck,2,9-4,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,Invincible Rocket (IRE),R Whearty,3,G P Cromwell,10th,3 l,2,8-9,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,Sovereign Thought (IRE),P A Harnett,5,Donnacha O'Brien,9th,Short Head,2,9-2,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,Soulful Diva (IRE),N M Crosse,0,D Marnane,8th,Head,2,8-9,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,Raphello (IRE),M W Hassett,5,J P O'Brien,7th,1 1/4 l,2,9-8,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,Monte Vista (IRE),G M Ryan,0,Donnacha O'Brien,6th,Neck,2,8-13,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,Glen And Tonic (IRE),L T McAteer,0,D Marnane,5th,1/2 l,2,8-13,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,Love Bomb (IRE),Jessica Maye,7,W McCreery,4th,1/2 l,2,8-9,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,Baker Blue,S Foley,0,Mrs J Harrington,3rd,Short Head,2,9-4t,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,The Right One (IRE),C D Hayes,0,J P Fahey,2nd,2 1/4 l,2,8-9,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,Rogue Legend,W J Lee,0,P Twomey,1st,N/A,2,9-8,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,Aurora Mist (IRE),A J Slattery,0,A Slattery,13th,35 l,2,8-9,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,Believe In Glory (IRE),N G McCullagh,0,K J Condon,12th,3/4 l,2,8-9,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,Offbeat (IRE),J M Sheridan,0,D Hogan,11th,Neck,2,9-4,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,Invincible Rocket (IRE),R Whearty,3,G P Cromwell,10th,3 l,2,8-9,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,Sovereign Thought (IRE),P A Harnett,5,Donnacha O'Brien,9th,Short Head,2,9-2,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,Soulful Diva (IRE),N M Crosse,0,D Marnane,8th,Head,2,8-9,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,Raphello (IRE),M W Hassett,5,J P O'Brien,7th,1 1/4 l,2,9-8,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,Monte Vista (IRE),G M Ryan,0,Donnacha O'Brien,6th,Neck,2,8-13,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,Glen And Tonic (IRE),L T McAteer,0,D Marnane,5th,1/2 l,2,8-13,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,Love Bomb (IRE),Jessica Maye,7,W McCreery,4th,1/2 l,2,8-9,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,Baker Blue,S Foley,0,Mrs J Harrington,3rd,Short Head,2,9-4t,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,The Right One (IRE),C D Hayes,0,J P Fahey,2nd,2 1/4 l,2,8-9,-,True,176,7
Cork Racing Results | 20th May 2025 17:15,N/A,17:15,Good (Good To Firm In Places),5f,Rogue Legend,W J Lee,0,P Twomey,1st,N/A,2,9-8,-,True,176,7
Cork Racing Results | 20th May 2025 17:50,N/A,17:50,Good (Good To Firm In Places),5f,Bobbi Rosa,S Coen,7,A Slattery,8th,Neck,3,9-7,85,True,176,8
Cork Racing Results | 20th May 2025 17:50,N/A,17:50,Good (Good To Firm In Places),5f,Likedbymike (IRE),W J Lee,0,M J Byrne,7th,1/2 l,3,9-12h,90,True,176,8
Cork Racing Results | 20th May 2025 17:50,N/A,17:50,Good (Good To Firm In Places),5f,Beauty Queen (IRE),S Foley,0,Gerard O'Leary,6th,1/2 l,3,9-11p1,89,True,176,8
Cork Racing Results | 20th May 2025 17:50,N/A,17:50,Good (Good To Firm In Places),5f,Tropical Retreat (IRE),C D Hayes,0,T Mullins,5th,3/4 l,3,8-8,72,True,176,8
Cork Racing Results | 20th May 2025 17:50,N/A,17:50,Good (Good To Firm In Places),5f,Sarahmae (IRE),Nicola Burns,7,D Hogan,4th,3/4 l,3,8-8,72,True,176,8
Cork Racing Results | 20th May 2025 17:50,N/A,17:50,Good (Good To Firm In Places),5f,Lethimfly (IRE),R Whearty,3,N Meade,3rd,2 1/2 l,3,9-6,84,True,176,8
Cork Racing Results | 20th May 2025 17:50,N/A,17:50,Good (Good To Firm In Places),5f,Jorge Alvares (IRE),C T Keane,0,G M Lyons,2nd,Short Head,3,9-10b,88,True,176,8
Cork Racing Results | 20th May 2025 17:50,N/A,17:50,Good (Good To Firm In Places),5f,Red Evolution (IRE),J A Powell,3,M O'Callaghan,1st,N/A,3,9-7,85,True,176,8
Cork Racing Results | 20th May 2025 17:50,N/A,17:50,Good (Good To Firm In Places),5f,Bobbi Rosa,S Coen,7,A Slattery,8th,Neck,3,9-7,85,True,176,8
