track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Be My Hero (IRE),J W Kennedy,0,G Elliott,NR,N/A,9,11-1,82,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Great Rainbow (FR),P T Enright,0,B McMahon,NR,N/A,6,11-2,83,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Hatfield Hammer (IRE),C Stone-Walsh,5,P Nolan,PU,N/A,5,11-6,87,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Glenriver (IRE),P J O'Hanlon,0,D A McLoughlin,12th,1 1/2 l,6,11-7,88,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Glas Acres (IRE),Niall Moore,7,Frank Hayes,11th,4 1/4 l,6,11-6t,87,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Astrophysicist,D J Gilligan,3,J Nash,10th,2 1/2 l,6,11-7tb,88,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Knockraha Katie (IRE),B Hayes,0,Ian Donoghue,9th,4 1/2 l,10,10-13h1,80,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Prince Quattro (IRE),J P O'Sullivan,0,P J Rothwell,8th,9 1/2 l,5,11-0p,81,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Mr Globalist (IRE),J J Slevin,0,S Slevin,7th,Short Head,5,11-9,90,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Mist On The Bog (IRE),D J O'Keeffe,0,L Casey,6th,1 1/2 l,9,11-2,83,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Mourne Mist (IRE),A Harvey,7,D McNamara,5th,2 3/4 l,9,10-13,80,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Hill Rocket (IRE),J Kearney,5,C Collins,4th,21 l,6,12-0,95,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Mr Sundancer,P Hanlon,7,J J Hanlon,3rd,1 3/4 l,6,11-11,92,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Bayou Belle (IRE),P T Smithers,7,J P Fahey,2nd,1 3/4 l,5,11-10,91,True,130,5
Wexford Racing Results | 25th July 2024 19:05,N/A,19:05,Good To Yielding (Good In Places),2m 150y,Onebrightbluerose (IRE),Mr A Burke-Ott,7,Patrick Cronin,1st,N/A,5,11-2b1,83,True,130,5
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,The Vegas Raider (IRE),P K Donovan,5,K A Heffernan,NR,N/A,6,11-13tv,94,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,I'vedoneitall (IRE),Shane Fenelon,7,E Sheehy,PU,N/A,7,10-13p,80,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,Nemean (USA),D King,0,Mrs C O'Leary,12th,44 l,5,11-9tb,90,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,Spyfall (FR),T Power Roche,7,P J Rothwell,11th,3 1/2 l,5,11-3b,84,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,Portarlington (IRE),M M McDonagh,0,D Budds,10th,1/2 l,5,11-11t,92,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,Wee Jerry (IRE),D E Mullins,0,Ian Donoghue,9th,Neck,8,10-13p,80,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,Late Vocation (IRE),S Fitzgerald,0,P F McEnery,8th,1/2 l,6,11-11t,92,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,Kalaroun (IRE),C G O'Dwyer,5,C O'Dwyer,7th,1/2 l,6,11-8,89,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,Up And Out (IRE),J W Kennedy,0,G Elliott,6th,4 1/2 l,6,11-12,93,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,Hollow Spark (IRE),K Callaghan,5,J Barcoe,5th,3 1/4 l,7,10-13,80,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,Ballerina Boxer (IRE),B W Harvey,0,William Harvey,4th,3/4 l,6,11-0,81,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,Fox Leicester (IRE),E Walsh,0,J M Burke,3rd,4 3/4 l,8,11-12p,93,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,Bella Be Good (IRE),K E Buckley,0,E Cawley,2nd,3 l,7,11-0t,81,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,Grizabella (IRE),P Hanlon,7,J J Hanlon,1st,N/A,5,10-13,80,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,The Vegas Raider (IRE),P K Donovan,5,K A Heffernan,NR,N/A,6,11-13tv,94,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,I'vedoneitall (IRE),Shane Fenelon,7,E Sheehy,PU,N/A,7,10-13p,80,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,Nemean (USA),D King,0,Mrs C O'Leary,12th,44 l,5,11-9tb,90,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,Spyfall (FR),T Power Roche,7,P J Rothwell,11th,3 1/2 l,5,11-3b,84,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,Portarlington (IRE),M M McDonagh,0,D Budds,10th,1/2 l,5,11-11t,92,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,Wee Jerry (IRE),D E Mullins,0,Ian Donoghue,9th,Neck,8,10-13p,80,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,Late Vocation (IRE),S Fitzgerald,0,P F McEnery,8th,1/2 l,6,11-11t,92,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,Kalaroun (IRE),C G O'Dwyer,5,C O'Dwyer,7th,1/2 l,6,11-8,89,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,Up And Out (IRE),J W Kennedy,0,G Elliott,6th,4 1/2 l,6,11-12,93,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,Hollow Spark (IRE),K Callaghan,5,J Barcoe,5th,3 1/4 l,7,10-13,80,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,Ballerina Boxer (IRE),B W Harvey,0,William Harvey,4th,3/4 l,6,11-0,81,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,Fox Leicester (IRE),E Walsh,0,J M Burke,3rd,4 3/4 l,8,11-12p,93,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,Bella Be Good (IRE),K E Buckley,0,E Cawley,2nd,3 l,7,11-0t,81,True,130,6
Wexford Racing Results | 25th July 2024 19:35,N/A,19:35,Good To Yielding (Good In Places),2m 150y,Grizabella (IRE),P Hanlon,7,J J Hanlon,1st,N/A,5,10-13,80,True,130,6
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,Hey Driver (IRE),Mr A Leahy,7,A Mullins,PU,N/A,4,11-10,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,I Am Emperor (IRE),Mr S Cleary,7,E Sheehy,13th,27 l,5,12-0,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,Turn Of Abbey (IRE),Mr F Maguire,0,A McCann,12th,20 l,5,11-7,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,Pure Design (IRE),Miss A B O'Connor,0,A McCann,11th,1 1/4 l,5,11-7,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,Random Stranger (IRE),Mr J M Halford,7,E Sheehy,10th,9 l,5,12-0,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,King Mal (IRE),Mr T Walsh,7,R P Rath,9th,4 1/2 l,5,12-0,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,Jisco Du Brem (FR),Mr D O'Connor,0,Jonathan Sweeney,8th,5 1/2 l,5,12-0t1,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,Tonnerre De Ballon (FR),Mr J L Scallan,7,S Doyle,7th,8 l,4,11-10,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,Stonecarthy (IRE),Mr P J Cody,7,K Purcell,6th,1/2 l,5,12-0t1,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,Manlikemike (IRE),Mr S Cotter,7,D P Murphy,5th,5 1/2 l,6,12-0,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,The Glimmer Man (IRE),Mr J L Gleeson,5,H De Bromhead,4th,10 l,5,12-0,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,Drumlee Myth (IRE),Mr N McParlan,0,S McParlan,3rd,1/2 l,5,12-0,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,Well Buoy (IRE),Mr P A King,5,D H Kelly,2nd,1/2 l,5,12-0,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,Joecooker (FR),Mr B Dunleavy,7,Mary Ellen Doyle,1st,N/A,5,12-0,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,Hey Driver (IRE),Mr A Leahy,7,A Mullins,PU,N/A,4,11-10,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,I Am Emperor (IRE),Mr S Cleary,7,E Sheehy,13th,27 l,5,12-0,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,Turn Of Abbey (IRE),Mr F Maguire,0,A McCann,12th,20 l,5,11-7,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,Pure Design (IRE),Miss A B O'Connor,0,A McCann,11th,1 1/4 l,5,11-7,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,Random Stranger (IRE),Mr J M Halford,7,E Sheehy,10th,9 l,5,12-0,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,King Mal (IRE),Mr T Walsh,7,R P Rath,9th,4 1/2 l,5,12-0,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,Jisco Du Brem (FR),Mr D O'Connor,0,Jonathan Sweeney,8th,5 1/2 l,5,12-0t1,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,Tonnerre De Ballon (FR),Mr J L Scallan,7,S Doyle,7th,8 l,4,11-10,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,Stonecarthy (IRE),Mr P J Cody,7,K Purcell,6th,1/2 l,5,12-0t1,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,Manlikemike (IRE),Mr S Cotter,7,D P Murphy,5th,5 1/2 l,6,12-0,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,The Glimmer Man (IRE),Mr J L Gleeson,5,H De Bromhead,4th,10 l,5,12-0,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,Drumlee Myth (IRE),Mr N McParlan,0,S McParlan,3rd,1/2 l,5,12-0,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,Well Buoy (IRE),Mr P A King,5,D H Kelly,2nd,1/2 l,5,12-0,-,True,130,7
Wexford Racing Results | 25th July 2024 20:05,N/A,20:05,Good To Yielding (Good In Places),2m 150y,Joecooker (FR),Mr B Dunleavy,7,Mary Ellen Doyle,1st,N/A,5,12-0,-,True,130,7
N/A,N/A,17:15,Good To Yielding,1m,Idomything (IRE),R P Whelan,0,C W J Farrell,8th,4 1/2 l,2,9-2,-,True,130,8
N/A,N/A,17:15,Good To Yielding,1m,Combs (IRE),D P McDonogh,0,G Elliott,7th,1/2 l,2,9-7,-,True,130,8
N/A,N/A,17:15,Good To Yielding,1m,Yamal (IRE),C T Keane,0,G M Lyons,6th,2 l,2,9-7,-,True,130,8
N/A,N/A,17:15,Good To Yielding,1m,Tangapour (IRE),B M Coen,0,J P Murtagh,5th,1/2 l,2,9-7,-,True,130,8
N/A,N/A,17:15,Good To Yielding,1m,Glen To Glen (IRE),R P Cleary,0,J S Bolger,4th,2 1/4 l,2,9-7,-,True,130,8
N/A,N/A,17:15,Good To Yielding,1m,Scandinavia (USA),W M Lordan,0,A P O'Brien,3rd,2 3/4 l,2,9-7,-,True,130,8
N/A,N/A,17:15,Good To Yielding,1m,Delacroix (IRE),R L Moore,0,A P O'Brien,2nd,1 1/2 l,2,9-7,-,True,130,8
N/A,N/A,17:15,Good To Yielding,1m,Green Impact (IRE),S Foley,0,Mrs J Harrington,1st,N/A,2,9-7,-,True,130,8
N/A,N/A,17:15,Good To Yielding,1m,Idomything (IRE),R P Whelan,0,C W J Farrell,8th,4 1/2 l,2,9-2,-,True,130,8
N/A,N/A,17:15,Good To Yielding,1m,Combs (IRE),D P McDonogh,0,G Elliott,7th,1/2 l,2,9-7,-,True,130,8
N/A,N/A,17:15,Good To Yielding,1m,Yamal (IRE),C T Keane,0,G M Lyons,6th,2 l,2,9-7,-,True,130,8
N/A,N/A,17:15,Good To Yielding,1m,Tangapour (IRE),B M Coen,0,J P Murtagh,5th,1/2 l,2,9-7,-,True,130,8
N/A,N/A,17:15,Good To Yielding,1m,Glen To Glen (IRE),R P Cleary,0,J S Bolger,4th,2 1/4 l,2,9-7,-,True,130,8
N/A,N/A,17:15,Good To Yielding,1m,Scandinavia (USA),W M Lordan,0,A P O'Brien,3rd,2 3/4 l,2,9-7,-,True,130,8
N/A,N/A,17:15,Good To Yielding,1m,Delacroix (IRE),R L Moore,0,A P O'Brien,2nd,1 1/2 l,2,9-7,-,True,130,8
N/A,N/A,17:15,Good To Yielding,1m,Green Impact (IRE),S Foley,0,Mrs J Harrington,1st,N/A,2,9-7,-,True,130,8
N/A,N/A,17:50,Good To Yielding,7f 57y,Varner (IRE),J A Heffernan,0,A Murray,5th,6 1/2 l,2,9-2,-,True,130,9
N/A,N/A,17:50,Good To Yielding,7f 57y,Senna's Girl (IRE),D E Sheehy,0,D Dias,4th,1 1/4 l,2,9-2,-,True,130,9
N/A,N/A,17:50,Good To Yielding,7f 57y,Barnavara (IRE),S Foley,0,Mrs J Harrington,3rd,1 3/4 l,2,9-2,-,True,130,9
N/A,N/A,17:50,Good To Yielding,7f 57y,Exactly (IRE),W M Lordan,0,A P O'Brien,2nd,3 1/2 l,2,9-2,-,True,130,9
N/A,N/A,17:50,Good To Yielding,7f 57y,Bedtime Story (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-2,-,True,130,9
N/A,N/A,17:50,Good To Yielding,7f 57y,Varner (IRE),J A Heffernan,0,A Murray,5th,6 1/2 l,2,9-2,-,True,130,9
N/A,N/A,17:50,Good To Yielding,7f 57y,Senna's Girl (IRE),D E Sheehy,0,D Dias,4th,1 1/4 l,2,9-2,-,True,130,9
N/A,N/A,17:50,Good To Yielding,7f 57y,Barnavara (IRE),S Foley,0,Mrs J Harrington,3rd,1 3/4 l,2,9-2,-,True,130,9
N/A,N/A,17:50,Good To Yielding,7f 57y,Exactly (IRE),W M Lordan,0,A P O'Brien,2nd,3 1/2 l,2,9-2,-,True,130,9
N/A,N/A,17:50,Good To Yielding,7f 57y,Bedtime Story (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-2,-,True,130,9
N/A,N/A,18:20,Good To Yielding,7f 57y,Mykonian Odyssey (IRE),R C Colgan,0,B W Duke,NR,N/A,2,8-11,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Alishba (FR),B M Coen,0,J P Murtagh,18th,3 l,2,9-1,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Medici Venus (USA),W M Lordan,0,A P O'Brien,17th,3/4 l,2,9-3,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Garden Of Eden (IRE),R L Moore,0,A P O'Brien,16th,Neck,2,9-1,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Belle Yeux (IRE),L T McAteer,0,D Marnane,15th,1 1/2 l,2,8-13,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,J M's Joy (IRE),W Joyce,5,P Martin,14th,2 l,2,8-9,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Arizona Beauty (IRE),R P Whelan,0,K J Condon,13th,1 1/4 l,2,8-11,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Eastern Peace (IRE),C T Keane,0,C Timmons,12th,Neck,2,9-1,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Arabella Cee (IRE),W J Lee,0,W McCreery,11th,Neck,2,9-1,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Tamam Desert (IRE),C D Hayes,0,Eoghan O'Neill,10th,1/2 l,2,9-3,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Great Mover (IRE),N M Crosse,0,W McCreery,9th,Neck,2,8-9,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Mood Altering (IRE),J A Heffernan,0,J A Stack,8th,Head,2,9-3,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Cradle Of Love (IRE),D P McDonogh,0,J P O'Brien,7th,Neck,2,9-3tp1,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Luscious (IRE),J J G Ryan,5,G M Lyons,6th,3/4 l,2,8-9,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Proxima Centauri (IRE),S Foley,0,Mrs J Harrington,5th,Neck,2,8-11,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Twolatebabydoll (FR),R P Cleary,0,C W J Farrell,4th,3/4 l,2,8-11,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Dahlia Noir (IRE),G M Ryan,0,Donnacha O'Brien,3rd,1 1/4 l,2,9-1,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Aleramo (IRE),D E Sheehy,0,J P Murtagh,2nd,Neck,2,8-11,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Latin Fever (IRE),M P Sheehy,0,Kevin Coleman,1st,N/A,2,8-9,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Mykonian Odyssey (IRE),R C Colgan,0,B W Duke,NR,N/A,2,8-11,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Alishba (FR),B M Coen,0,J P Murtagh,18th,3 l,2,9-1,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Medici Venus (USA),W M Lordan,0,A P O'Brien,17th,3/4 l,2,9-3,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Garden Of Eden (IRE),R L Moore,0,A P O'Brien,16th,Neck,2,9-1,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Belle Yeux (IRE),L T McAteer,0,D Marnane,15th,1 1/2 l,2,8-13,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,J M's Joy (IRE),W Joyce,5,P Martin,14th,2 l,2,8-9,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Arizona Beauty (IRE),R P Whelan,0,K J Condon,13th,1 1/4 l,2,8-11,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Eastern Peace (IRE),C T Keane,0,C Timmons,12th,Neck,2,9-1,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Arabella Cee (IRE),W J Lee,0,W McCreery,11th,Neck,2,9-1,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Tamam Desert (IRE),C D Hayes,0,Eoghan O'Neill,10th,1/2 l,2,9-3,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Great Mover (IRE),N M Crosse,0,W McCreery,9th,Neck,2,8-9,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Mood Altering (IRE),J A Heffernan,0,J A Stack,8th,Head,2,9-3,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Cradle Of Love (IRE),D P McDonogh,0,J P O'Brien,7th,Neck,2,9-3tp1,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Luscious (IRE),J J G Ryan,5,G M Lyons,6th,3/4 l,2,8-9,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Proxima Centauri (IRE),S Foley,0,Mrs J Harrington,5th,Neck,2,8-11,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Twolatebabydoll (FR),R P Cleary,0,C W J Farrell,4th,3/4 l,2,8-11,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Dahlia Noir (IRE),G M Ryan,0,Donnacha O'Brien,3rd,1 1/4 l,2,9-1,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Aleramo (IRE),D E Sheehy,0,J P Murtagh,2nd,Neck,2,8-11,-,True,130,10
N/A,N/A,18:20,Good To Yielding,7f 57y,Latin Fever (IRE),M P Sheehy,0,Kevin Coleman,1st,N/A,2,8-9,-,True,130,10
N/A,N/A,18:50,Good To Yielding,7f 57y,Scorthy Champ (IRE),D P McDonogh,0,J P O'Brien,NR,N/A,2,9-5,-,True,130,11
N/A,N/A,18:50,Good To Yielding,7f 57y,Mano Chicago (IRE),B M Coen,0,J P Murtagh,5th,2 1/4 l,2,9-5,-,True,130,11
N/A,N/A,18:50,Good To Yielding,7f 57y,Beckman (IRE),C T Keane,0,G M Lyons,4th,2 1/4 l,2,9-5,-,True,130,11
N/A,N/A,18:50,Good To Yielding,7f 57y,Surpass (IRE),R L Moore,0,A P O'Brien,3rd,2 1/2 l,2,9-5,-,True,130,11
N/A,N/A,18:50,Good To Yielding,7f 57y,Swagman (GER),W M Lordan,0,A P O'Brien,2nd,1 1/2 l,2,9-5,-,True,130,11
N/A,N/A,18:50,Good To Yielding,7f 57y,Hotazhell,S Foley,0,Mrs J Harrington,1st,N/A,2,9-5,-,True,130,11
N/A,N/A,18:50,Good To Yielding,7f 57y,Scorthy Champ (IRE),D P McDonogh,0,J P O'Brien,NR,N/A,2,9-5,-,True,130,11
N/A,N/A,18:50,Good To Yielding,7f 57y,Mano Chicago (IRE),B M Coen,0,J P Murtagh,5th,2 1/4 l,2,9-5,-,True,130,11
N/A,N/A,18:50,Good To Yielding,7f 57y,Beckman (IRE),C T Keane,0,G M Lyons,4th,2 1/4 l,2,9-5,-,True,130,11
N/A,N/A,18:50,Good To Yielding,7f 57y,Surpass (IRE),R L Moore,0,A P O'Brien,3rd,2 1/2 l,2,9-5,-,True,130,11
N/A,N/A,18:50,Good To Yielding,7f 57y,Swagman (GER),W M Lordan,0,A P O'Brien,2nd,1 1/2 l,2,9-5,-,True,130,11
N/A,N/A,18:50,Good To Yielding,7f 57y,Hotazhell,S Foley,0,Mrs J Harrington,1st,N/A,2,9-5,-,True,130,11
N/A,N/A,19:20,Good To Yielding,1m 1f,Mundi (IRE),R L Moore,0,A P O'Brien,NR,N/A,3,9-10,91,True,130,12
N/A,N/A,19:20,Good To Yielding,1m 1f,Snellen (IRE),G F Carroll,0,G P Cromwell,NR,N/A,3,9-13,94,True,130,12
N/A,N/A,19:20,Good To Yielding,1m 1f,Sli Na Ghealai (IRE),R P Cleary,0,J S Bolger,5th,5 1/2 l,3,9-0,81,True,130,12
N/A,N/A,19:20,Good To Yielding,1m 1f,Formal Display,C T Keane,0,G M Lyons,4th,1/2 l,3,10-0t1,95,True,130,12
N/A,N/A,19:20,Good To Yielding,1m 1f,September Leaves (IRE),S Foley,0,Mrs J Harrington,3rd,2 1/2 l,3,8-9v,76,True,130,12
N/A,N/A,19:20,Good To Yielding,1m 1f,Shamsuddin (IRE),B M Coen,0,J P Murtagh,2nd,Head,3,9-4,85,True,130,12
N/A,N/A,19:20,Good To Yielding,1m 1f,Tokenomics (FR),L T McAteer,0,D Marnane,1st,N/A,3,9-1,82,True,130,12
