track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Air Force One (IRE),W J Lee,0,P Twomey,10th,Neck,3,9-13tv,82,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Inishmot Prince (IRE),Adam Caffrey,3,T G McCourt,9th,3/4 l,6,9-0v,67,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Buddy Batt (IRE),J A Powell,3,D J Bunyan,8th,3/4 l,3,9-2,71,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Zarra Ellis,D McMonagle,0,W McCreery,7th,Head,3,9-11,80,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Scorchio (IRE),K G Kennedy,7,J Davison,6th,3 1/4 l,3,9-13b1,82,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Only Spoofing (IRE),M P Sheehy,0,Kevin Coleman,5th,Short Head,10,9-10,77,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Polar Bear (IRE),S Foley,0,Mrs J Harrington,4th,1 3/4 l,4,9-5v,72,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Hero Of The Hour,J J G Ryan,3,T G McCourt,3rd,1 1/4 l,7,8-13v,66,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Transcendental (FR),R Whearty,3,G P Cromwell,2nd,1/2 l,6,9-12,79,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Harry's Hill,M W Hassett,5,M Hassett,1st,N/A,6,9-11,78,True,136,31
N/A,N/A,19:15,Good To Yielding (Yielding In Places),1m 4f 71y,Realt Na Ri (IRE),S Foley,0,Mrs J Harrington,7th,8 1/2 l,3,9-3,-,True,136,32
N/A,N/A,19:15,Good To Yielding (Yielding In Places),1m 4f 71y,The Mighty Penny (IRE),D W O'Connor,0,J C McConnell,6th,42 l,3,9-3,-,True,136,32
N/A,N/A,19:15,Good To Yielding (Yielding In Places),1m 4f 71y,Sissi (IRE),D McMonagle,0,J P O'Brien,5th,3 1/4 l,3,9-3t,-,True,136,32
N/A,N/A,19:15,Good To Yielding (Yielding In Places),1m 4f 71y,Lagoon Nebula,W J Lee,0,W McCreery,4th,13 l,3,9-3,-,True,136,32
N/A,N/A,19:15,Good To Yielding (Yielding In Places),1m 4f 71y,Rubies Are Red (IRE),W M Lordan,0,A P O'Brien,3rd,1 1/4 l,3,9-3b1,-,True,136,32
N/A,N/A,19:15,Good To Yielding (Yielding In Places),1m 4f 71y,Market Timing (IRE),G F Carroll,0,G M Lyons,2nd,1/2 l,3,9-3,-,True,136,32
N/A,N/A,19:15,Good To Yielding (Yielding In Places),1m 4f 71y,Ob La Di (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,9-3p1,-,True,136,32
N/A,N/A,19:15,Good To Yielding (Yielding In Places),1m 4f 71y,Realt Na Ri (IRE),S Foley,0,Mrs J Harrington,7th,8 1/2 l,3,9-3,-,True,136,32
N/A,N/A,19:15,Good To Yielding (Yielding In Places),1m 4f 71y,The Mighty Penny (IRE),D W O'Connor,0,J C McConnell,6th,42 l,3,9-3,-,True,136,32
N/A,N/A,19:15,Good To Yielding (Yielding In Places),1m 4f 71y,Sissi (IRE),D McMonagle,0,J P O'Brien,5th,3 1/4 l,3,9-3t,-,True,136,32
N/A,N/A,19:15,Good To Yielding (Yielding In Places),1m 4f 71y,Lagoon Nebula,W J Lee,0,W McCreery,4th,13 l,3,9-3,-,True,136,32
N/A,N/A,19:15,Good To Yielding (Yielding In Places),1m 4f 71y,Rubies Are Red (IRE),W M Lordan,0,A P O'Brien,3rd,1 1/4 l,3,9-3b1,-,True,136,32
N/A,N/A,19:15,Good To Yielding (Yielding In Places),1m 4f 71y,Market Timing (IRE),G F Carroll,0,G M Lyons,2nd,1/2 l,3,9-3,-,True,136,32
N/A,N/A,19:15,Good To Yielding (Yielding In Places),1m 4f 71y,Ob La Di (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,9-3p1,-,True,136,32
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,The Black Tiger (USA),Miss H M Smullen,7,Ms F M Crowley,13th,4 1/2 l,4,10-13,72,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,Morph Speed (IRE),Mr A P Ryan,7,N Slevin,12th,3 1/4 l,8,11-3tp,76,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,Firstman (FR),Mr J Costello,7,Mrs C O'Leary,11th,3 1/2 l,7,11-9t,82,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,Teed Up (IRE),Mr F J Gillen,7,E Mullins,10th,Neck,7,12-2t,89,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,Peckham Springs (IRE),Mr J P Sutton,7,D A McLoughlin,9th,2 1/4 l,7,11-1t,74,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,War Correspondent (IRE),Mr P J Cody,7,R P Cody,8th,Short Head,5,11-9t,82,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,Reina Del Mar (IRE),Mr J L Gleeson,5,J P O'Brien,7th,4 1/2 l,6,11-13t,86,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,Glan (IRE),Mr H C Swan,3,G Elliott,6th,2 1/2 l,9,11-9p1,82,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,Barnacullia (IRE),Mr F Maguire,0,M Mulvany,5th,Neck,7,11-2,75,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,Baltic Bird,Mr J C Barry,0,W Durkan,4th,Neck,5,11-13,86,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,Barrier (FR),Mr J M Halford,7,G Elliott,3rd,2 l,4,11-0p,73,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,Royal Eagle (IRE),Mr A J Lord,7,G Elliott,2nd,N/A,6,11-8,81,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,Walking On Glass (IRE),Miss A B O'Connor,0,P Roche,1st,Neck,9,10-7p,66,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,The Black Tiger (USA),Miss H M Smullen,7,Ms F M Crowley,13th,4 1/2 l,4,10-13,72,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,Morph Speed (IRE),Mr A P Ryan,7,N Slevin,12th,3 1/4 l,8,11-3tp,76,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,Firstman (FR),Mr J Costello,7,Mrs C O'Leary,11th,3 1/2 l,7,11-9t,82,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,Teed Up (IRE),Mr F J Gillen,7,E Mullins,10th,Neck,7,12-2t,89,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,Peckham Springs (IRE),Mr J P Sutton,7,D A McLoughlin,9th,2 1/4 l,7,11-1t,74,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,War Correspondent (IRE),Mr P J Cody,7,R P Cody,8th,Short Head,5,11-9t,82,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,Reina Del Mar (IRE),Mr J L Gleeson,5,J P O'Brien,7th,4 1/2 l,6,11-13t,86,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,Glan (IRE),Mr H C Swan,3,G Elliott,6th,2 1/2 l,9,11-9p1,82,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,Barnacullia (IRE),Mr F Maguire,0,M Mulvany,5th,Neck,7,11-2,75,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,Baltic Bird,Mr J C Barry,0,W Durkan,4th,Neck,5,11-13,86,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,Barrier (FR),Mr J M Halford,7,G Elliott,3rd,2 l,4,11-0p,73,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,Royal Eagle (IRE),Mr A J Lord,7,G Elliott,2nd,N/A,6,11-8,81,True,136,33
N/A,N/A,19:45,Good To Yielding (Yielding In Places) ap (Turf),2m 1f 110y,Walking On Glass (IRE),Miss A B O'Connor,0,P Roche,1st,Neck,9,10-7p,66,True,136,33
N/A,N/A,16:15,Good,2m 4f 110y,Cozone,Non Runner,0,M J Smith,NR,N/A,7,10-12b,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Jackady (FR),D Meyler,0,Ian Donoghue,NR,N/A,5,10-12h1,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Circus Act (IRE),G Brouder,5,J Nash,NR,N/A,5,11-4b,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Boom Boom Boom,P Byrnes,0,C Byrnes,PU,N/A,7,10-10,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Walmix (FR),D E Mullins,0,A Mullins,PU,N/A,6,11-8h,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Un Des Flos (FR),S W Flanagan,0,H Rogers,PU,N/A,6,11-4h,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Ballerina Boxer (IRE),B W Harvey,0,William Harvey,9th,26 l,6,11-4t,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Grand Cru Chatho (FR),K E Buckley,0,E Cawley,8th,1/2 l,8,11-2ht,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Gino Drummer Boy (IRE),F Brickley,7,G Elliott,7th,6 l,8,10-6p,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Teagarden Jazz,J W Kennedy,0,G Elliott,6th,1 1/4 l,5,11-10t,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Brianna Lily (IRE),C D Smithers,7,P T Foley,5th,1 3/4 l,7,10-8p,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Dollar Value (USA),A Harvey,5,T G McCourt,4th,3 1/4 l,9,11-10,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Wild Shot,B Hayes,0,J C McConnell,3rd,1 l,10,11-0tp,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,I Am Spider Man (IRE),P T Enright,0,C Byrnes,2nd,1 3/4 l,7,11-0,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Routine Excellence (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,8,11-8p,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Cozone,Non Runner,0,M J Smith,NR,N/A,7,10-12b,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Jackady (FR),D Meyler,0,Ian Donoghue,NR,N/A,5,10-12h1,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Circus Act (IRE),G Brouder,5,J Nash,NR,N/A,5,11-4b,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Boom Boom Boom,P Byrnes,0,C Byrnes,PU,N/A,7,10-10,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Walmix (FR),D E Mullins,0,A Mullins,PU,N/A,6,11-8h,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Un Des Flos (FR),S W Flanagan,0,H Rogers,PU,N/A,6,11-4h,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Ballerina Boxer (IRE),B W Harvey,0,William Harvey,9th,26 l,6,11-4t,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Grand Cru Chatho (FR),K E Buckley,0,E Cawley,8th,1/2 l,8,11-2ht,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Gino Drummer Boy (IRE),F Brickley,7,G Elliott,7th,6 l,8,10-6p,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Teagarden Jazz,J W Kennedy,0,G Elliott,6th,1 1/4 l,5,11-10t,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Brianna Lily (IRE),C D Smithers,7,P T Foley,5th,1 3/4 l,7,10-8p,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Dollar Value (USA),A Harvey,5,T G McCourt,4th,3 1/4 l,9,11-10,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Wild Shot,B Hayes,0,J C McConnell,3rd,1 l,10,11-0tp,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,I Am Spider Man (IRE),P T Enright,0,C Byrnes,2nd,1 3/4 l,7,11-0,-,True,136,34
N/A,N/A,16:15,Good,2m 4f 110y,Routine Excellence (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,8,11-8p,-,True,136,34
N/A,N/A,16:45,Good,2m 4f 110y,Camino Rock,G Brouder,5,M F Morris,NR,N/A,7,11-10t,-,True,136,35
N/A,N/A,16:45,Good,2m 4f 110y,Jana Colombe (FR),J W Kennedy,0,G Elliott,NR,N/A,5,11-7,-,True,136,35
N/A,N/A,16:45,Good,2m 4f 110y,Comeonarchie (IRE),P M O'Brien,7,F G Hand,8th,Short Head,7,11-6t,-,True,136,35
N/A,N/A,16:45,Good,2m 4f 110y,Jewel Of Windsor (FR),Conor Clarke,7,E Mullins,7th,2 1/2 l,5,11-7,-,True,136,35
N/A,N/A,16:45,Good,2m 4f 110y,Pampar Lady (IRE),C Stone-Walsh,5,G P Cromwell,6th,4 1/2 l,5,10-13,-,True,136,35
N/A,N/A,16:45,Good,2m 4f 110y,On Lovers Walk (IRE),T P Harney,7,R O'Sullivan,5th,14 l,7,11-6t,-,True,136,35
N/A,N/A,16:45,Good,2m 4f 110y,Slieve Carran (IRE),M J M O'Sullivan,0,P T Foley,4th,3/4 l,5,11-8,-,True,136,35
N/A,N/A,16:45,Good,2m 4f 110y,Ol Man Dingle (IRE),R A Doyle,0,E Griffin,3rd,Head,5,11-12,-,True,136,35
N/A,N/A,16:45,Good,2m 4f 110y,Arctic Gale (IRE),D Meyler,0,E Mullins,2nd,2 1/4 l,5,11-12,-,True,136,35
N/A,N/A,16:45,Good,2m 4f 110y,Millforce (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,5,12-0,-,True,136,35
N/A,N/A,16:45,Good,2m 4f 110y,Camino Rock,G Brouder,5,M F Morris,NR,N/A,7,11-10t,-,True,136,35
N/A,N/A,16:45,Good,2m 4f 110y,Jana Colombe (FR),J W Kennedy,0,G Elliott,NR,N/A,5,11-7,-,True,136,35
N/A,N/A,16:45,Good,2m 4f 110y,Comeonarchie (IRE),P M O'Brien,7,F G Hand,8th,Short Head,7,11-6t,-,True,136,35
N/A,N/A,16:45,Good,2m 4f 110y,Jewel Of Windsor (FR),Conor Clarke,7,E Mullins,7th,2 1/2 l,5,11-7,-,True,136,35
N/A,N/A,16:45,Good,2m 4f 110y,Pampar Lady (IRE),C Stone-Walsh,5,G P Cromwell,6th,4 1/2 l,5,10-13,-,True,136,35
N/A,N/A,16:45,Good,2m 4f 110y,On Lovers Walk (IRE),T P Harney,7,R O'Sullivan,5th,14 l,7,11-6t,-,True,136,35
N/A,N/A,16:45,Good,2m 4f 110y,Slieve Carran (IRE),M J M O'Sullivan,0,P T Foley,4th,3/4 l,5,11-8,-,True,136,35
N/A,N/A,16:45,Good,2m 4f 110y,Ol Man Dingle (IRE),R A Doyle,0,E Griffin,3rd,Head,5,11-12,-,True,136,35
N/A,N/A,16:45,Good,2m 4f 110y,Arctic Gale (IRE),D Meyler,0,E Mullins,2nd,2 1/4 l,5,11-12,-,True,136,35
N/A,N/A,16:45,Good,2m 4f 110y,Millforce (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,5,12-0,-,True,136,35
N/A,N/A,17:18,Good,2m 4f 110y,St Denis's Well (IRE),C P Millar,7,Ian Donoghue,NR,N/A,6,11-3tp,91,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Whatyouwant (IRE),K Callaghan,5,Michael C Griffin,PU,N/A,6,11-4t,92,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Yenillik (IRE),S W Flanagan,0,H Rogers,PU,N/A,8,11-5t1,93,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Shana Cloon (IRE),K M Donoghue,0,G P Cromwell,PU,N/A,5,11-7,95,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Seasett,P Hanlon,7,J J Hanlon,PU,N/A,6,12-0p,102,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,High Honour,J P Shinnick,5,D Kinsella,12th,3 l,4,11-11,103,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Container Madness (IRE),J J Slevin,0,M Brassil,11th,2 3/4 l,5,11-1tp1,89,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Inforapenny (IRE),R A Doyle,0,M Fahey,10th,19 l,8,12-0p,102,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Harley Street (IRE),P T Smithers,7,J P O'Brien,9th,Head,5,12-0b,102,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Hidalgo Des Mottes (FR),D Meyler,0,E Griffin,8th,1/2 l,7,11-11tp,99,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Brogue Man River (IRE),K E Buckley,0,G P Cromwell,7th,5 l,6,11-5,93,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Agent Tequila (IRE),B W Harvey,0,J C McConnell,6th,2 1/2 l,6,11-5t,93,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Fremantle Doctor (IRE),S D Torrens,0,J C McConnell,5th,1 l,6,11-11t,99,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Rockview Roman (IRE),A Harvey,5,J C McConnell,4th,5 l,8,11-8,96,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Letters To Juliet (IRE),P M O'Brien,7,P Downey,3rd,2 1/4 l,6,11-3ht1,91,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Gustavo Goodway (IRE),T Power Roche,7,P J Rothwell,2nd,4 1/2 l,6,11-2p,90,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Leading Lion (IRE),J W Kennedy,0,G Elliott,1st,N/A,4,11-8t,100,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,St Denis's Well (IRE),C P Millar,7,Ian Donoghue,NR,N/A,6,11-3tp,91,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Whatyouwant (IRE),K Callaghan,5,Michael C Griffin,PU,N/A,6,11-4t,92,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Yenillik (IRE),S W Flanagan,0,H Rogers,PU,N/A,8,11-5t1,93,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Shana Cloon (IRE),K M Donoghue,0,G P Cromwell,PU,N/A,5,11-7,95,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Seasett,P Hanlon,7,J J Hanlon,PU,N/A,6,12-0p,102,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,High Honour,J P Shinnick,5,D Kinsella,12th,3 l,4,11-11,103,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Container Madness (IRE),J J Slevin,0,M Brassil,11th,2 3/4 l,5,11-1tp1,89,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Inforapenny (IRE),R A Doyle,0,M Fahey,10th,19 l,8,12-0p,102,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Harley Street (IRE),P T Smithers,7,J P O'Brien,9th,Head,5,12-0b,102,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Hidalgo Des Mottes (FR),D Meyler,0,E Griffin,8th,1/2 l,7,11-11tp,99,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Brogue Man River (IRE),K E Buckley,0,G P Cromwell,7th,5 l,6,11-5,93,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Agent Tequila (IRE),B W Harvey,0,J C McConnell,6th,2 1/2 l,6,11-5t,93,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Fremantle Doctor (IRE),S D Torrens,0,J C McConnell,5th,1 l,6,11-11t,99,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Rockview Roman (IRE),A Harvey,5,J C McConnell,4th,5 l,8,11-8,96,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Letters To Juliet (IRE),P M O'Brien,7,P Downey,3rd,2 1/4 l,6,11-3ht1,91,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Gustavo Goodway (IRE),T Power Roche,7,P J Rothwell,2nd,4 1/2 l,6,11-2p,90,True,136,36
N/A,N/A,17:18,Good,2m 4f 110y,Leading Lion (IRE),J W Kennedy,0,G Elliott,1st,N/A,4,11-8t,100,True,136,36
N/A,N/A,17:48,Good,2m 4f 110y,Aarons Day (IRE),P T Enright,0,O McKiernan,15th,35 l,10,10-10tp,114,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Cougar (JPN),M P Walsh,0,P Roche,14th,18 l,5,11-1,119,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Mount Sinai (IRE),P Townend,0,W P Mullins,13th,2 1/2 l,6,11-0h,118,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Shesadream (IRE),J W Kennedy,0,G Elliott,12th,2 1/2 l,7,11-5,123,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Visionarian (IRE),K M Donoghue,0,G P Cromwell,11th,4 3/4 l,9,12-2,134,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,That's About Right (IRE),C Owens,7,P J Rothwell,10th,10 l,6,10-0tp,104,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Sequoiaspirit (IRE),L Quinlan,3,R Hackett,9th,1 1/4 l,7,10-11,115,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Ta Na La (USA),S O'Callaghan,5,T M Walsh,8th,3 l,5,10-5t,109,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Sea Music (IRE),D Meyler,0,E Mullins,7th,1 1/2 l,6,10-13,117,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Navigator Jack (IRE),G Brouder,5,E Griffin,6th,1/2 l,7,10-4t,108,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Anna Bunina (FR),A Harvey,5,J C McConnell,5th,2 1/2 l,8,11-10t,128,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Yeats Star (IRE),C P Millar,7,G Elliott,4th,1 1/4 l,5,12-2,134,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Mister Beeton (IRE),S Fitzgerald,0,S Nolan,3rd,1/2 l,7,10-13p,117,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Crooked Tannie (IRE),J C Gainford,0,C Collins,2nd,4 l,5,10-12h,116,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Barry Lyndon (IRE),J J Slevin,0,D A McLoughlin,1st,N/A,6,11-3p1,121,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Aarons Day (IRE),P T Enright,0,O McKiernan,15th,35 l,10,10-10tp,114,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Cougar (JPN),M P Walsh,0,P Roche,14th,18 l,5,11-1,119,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Mount Sinai (IRE),P Townend,0,W P Mullins,13th,2 1/2 l,6,11-0h,118,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Shesadream (IRE),J W Kennedy,0,G Elliott,12th,2 1/2 l,7,11-5,123,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Visionarian (IRE),K M Donoghue,0,G P Cromwell,11th,4 3/4 l,9,12-2,134,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,That's About Right (IRE),C Owens,7,P J Rothwell,10th,10 l,6,10-0tp,104,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Sequoiaspirit (IRE),L Quinlan,3,R Hackett,9th,1 1/4 l,7,10-11,115,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Ta Na La (USA),S O'Callaghan,5,T M Walsh,8th,3 l,5,10-5t,109,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Sea Music (IRE),D Meyler,0,E Mullins,7th,1 1/2 l,6,10-13,117,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Navigator Jack (IRE),G Brouder,5,E Griffin,6th,1/2 l,7,10-4t,108,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Anna Bunina (FR),A Harvey,5,J C McConnell,5th,2 1/2 l,8,11-10t,128,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Yeats Star (IRE),C P Millar,7,G Elliott,4th,1 1/4 l,5,12-2,134,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Mister Beeton (IRE),S Fitzgerald,0,S Nolan,3rd,1/2 l,7,10-13p,117,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Crooked Tannie (IRE),J C Gainford,0,C Collins,2nd,4 l,5,10-12h,116,True,136,37
N/A,N/A,17:48,Good,2m 4f 110y,Barry Lyndon (IRE),J J Slevin,0,D A McLoughlin,1st,N/A,6,11-3p1,121,True,136,37
N/A,N/A,18:18,Good,2m 1f 40y,All Biz (IRE),S F O'Keeffe,0,Peter Maher,8th,90 l,6,10-10,-,True,136,38
N/A,N/A,18:18,Good,2m 1f 40y,Amanha (FR),P J O'Hanlon,0,D A McLoughlin,7th,2 3/4 l,6,11-3ht,-,True,136,38
N/A,N/A,18:18,Good,2m 1f 40y,Crack The Sky,D E Mullins,0,W P Mullins,6th,4 l,5,11-3h,-,True,136,38
N/A,N/A,18:18,Good,2m 1f 40y,Cleopatra's Needle (IRE),S W Flanagan,0,H Rogers,5th,18 l,6,10-10ht,-,True,136,38
N/A,N/A,18:18,Good,2m 1f 40y,Four Clean Aces (IRE),P Townend,0,W P Mullins,4th,1 l,6,11-3,-,True,136,38
N/A,N/A,18:18,Good,2m 1f 40y,Disco Dancer (IRE),J W Kennedy,0,G Elliott,3rd,3 1/2 l,5,11-3t,-,True,136,38
N/A,N/A,18:18,Good,2m 1f 40y,Dame Rapide (IRE),D King,0,J M Barrett,2nd,8 1/2 l,7,11-3,-,True,136,38
N/A,N/A,18:18,Good,2m 1f 40y,Royal Hollow (IRE),C M Quirke,5,A Slattery,1st,N/A,6,11-3,-,True,136,38
N/A,N/A,18:18,Good,2m 1f 40y,All Biz (IRE),S F O'Keeffe,0,Peter Maher,8th,90 l,6,10-10,-,True,136,38
N/A,N/A,18:18,Good,2m 1f 40y,Amanha (FR),P J O'Hanlon,0,D A McLoughlin,7th,2 3/4 l,6,11-3ht,-,True,136,38
N/A,N/A,18:18,Good,2m 1f 40y,Crack The Sky,D E Mullins,0,W P Mullins,6th,4 l,5,11-3h,-,True,136,38
